Rank	Name	Net Worth	Age	Source	Country of Citizenship
1577	Hideyuki Busujima	$1.1 B	64	pachinko machines	Japan
1577	Binod Chaudhary	$1.1 B	61	diversified	Nepal
1577	Cheng Xue	$1.1 B	46	soy sauce	China
1577	Cho Chang-Gul	$1.1 B	77	Furniture	South Korea
1577	Chu Mang Yee	$1.1 B	57	real estate	China
1577	D. Leopoldo Del Pino y Calvo-Sotelo	$1.1 B	54	construction	Spain
1577	Norbert Dentressangle	$1.1 B	62	transport/logistics	France
1577	Mohammed Dewji	$1.1 B	41	diversified	Tanzania
1577	Henry Engelhardt	$1.1 B	58	insurance	United States
1577	Fan Zhaoxia	$1.1 B	49	photovoltaic equipment	China
1577	Stephen Feinberg	$1.1 B	56	private equity	United States
1577	Soichiro Fukutake	$1.1 B	71	education	Japan
1577	Sanjiv Goenka	$1.1 B	55	diversified	India
1577	Gu Wei	$1.1 B	51	consumer electronics	China
1577	Mehmet Nazif Gunal	$1.1 B	68	tourism, construction	Turkey
1577	Suat Gunsel	$1.1 B	64	real estate, education	Cyprus
1577	Vinod Gupta	$1.1 B	71	electrical equipment	India
1577	Clelia Haji-Ioannou	$1.1 B	46	EasyJet	Cyprus
1577	Dorrance Hamilton	$1.1 B	88	Campbell Soup	United States
1577	Han Tao	$1.1 B	56	electronics components	China
1577	He Yamin	$1.1 B	59	manufacturing	China
1577	Ilkka Herlin	$1.1 B	58	elevators, escalators	Finland
1577	Niklas Herlin	$1.1 B	53	elevators, escalators	Finland
1577	J. Tomilson Hill	$1.1 B	68	investments	United States
1577	Hong Seok-Joh	$1.1 B	63	retail	South Korea
1577	Hua Xuande	$1.1 B	73	Pharmaceuticals	China
1577	Mohammed Ibrahim	$1.1 B	70	communications	United Kingdom
1577	Irwin Jacobs	$1.1 B	83	semiconductors	United States
1577	Howard Jenkins	$1.1 B	65	Publix	United States
1577	Summerfield Johnston, Jr.	$1.1 B	84	Coca-Cola	United States
1577	Michael Jordan	$1.1 B	53	sports team	United States
1577	Ronald Joyce	$1.1 B	86	restaurants	Canada
1577	Billy Kan	$1.1 B	64	finance, energy	Hong Kong
1577	Eugene Kaspersky	$1.1 B	51	software	Russia
1577	Raghuvinder Kataria	$1.1 B	67	diversified	United Kingdom
1577	Kim Taek-Jin	$1.1 B	49	online games	South Korea
1577	Friedrich Knapp	$1.1 B	65	retail	Germany
1577	Kuan Kam Hon	$1.1 B	69	synthetic gloves	Malaysia
1577	Anthony Langley	$1.1 B	62	manufacturing	United Kingdom
1577	Thomas Lau	$1.1 B	62	department stores	Hong Kong
1577	Jane Lauder	$1.1 B	44	cosmetics	United States
1577	Lee Ho-Jin	$1.1 B	54	petrochemicals / finance / media / electronics	South Korea
1577	Lee Myung-Hee	$1.1 B	73	retail	South Korea
1577	Nicola Leibinger-Kammueller	$1.1 B	57	inherited	Germany
1577	Li Tan	$1.1 B	52	pharmaceuticals	China
1577	Li Yong	$1.1 B	-	chemicals	China
1577	Li Zhen	$1.1 B	52	lithium batteries	China
1577	Lin Bin	$1.1 B	48	smartphones	China
1577	Liu Baolin	$1.1 B	63	pharmacies, drug distribution	China
1577	Liu Zhenguo	$1.1 B	51	sewage treatment	China
1577	Liu Zhiqiang	$1.1 B	52	conglomerate	China
1577	Jose Llado Fernandez-Urrutia	$1.1 B	82	construction	Spain
1577	Anand Mahindra	$1.1 B	61	automobiles	India
1577	Ermirio Pereira de Moraes	$1.1 B	84	diversified	Brazil
1577	Maria Helena Moraes Scripilliti	$1.1 B	86	diversified	Brazil
1577	Patrice Motsepe	$1.1 B	54	mining	South Africa
1577	Mofatraj Munot	$1.1 B	72	real estate	India
1577	Nan Cunhui	$1.1 B	53	electrical power equipment	China
1577	Oei Hong Leong	$1.1 B	68	investments	Singapore
1577	Kazuo Okada	$1.1 B	74	casinos	Japan
1577	Pan Weiming	$1.1 B	53	real estate	China
1577	Lirio Parisotto	$1.1 B	63	investments	Brazil
1577	Abdulsamad Rabiu	$1.1 B	56	cement, sugar	Nigeria
1577	Andrei Rappoport	$1.1 B	53	investments	Russia
1577	Antony Ressler	$1.1 B	55	finance	United States
1577	Ru Jiyong	$1.1 B	44	home, office products	China
1577	Remo Ruffini	$1.1 B	55	winter jackets	Italy
1577	Yoshiyuki Sankai	$1.1 B	58	robotics	Japan
1577	Martin Selig	$1.1 B	79	real estate	United States
1577	Brian Sheth	$1.1 B	41	investments	United States
1577	S.D. Shibulal	$1.1 B	61	software services	India
1577	Nobutoshi Shimamura	$1.1 B	90	retail	Japan
1577	E. Joe Shoen	$1.1 B	67	U-Haul	United States
1577	Martua Sitorus	$1.1 B	56	palm oil	Indonesia
1577	Peter Spuhler	$1.1 B	57	train cars	Switzerland
1577	Tang Hsiang-chien	$1.1 B	93	textiles, electronics	Hong Kong
1577	Mustafa Latif Topbas	$1.1 B	72	Food Manufacturing and Retail	Turkey
1577	Kenneth Tuchman	$1.1 B	57	outsourcing	United States
1577	Thomas Tull	$1.1 B	46	Movies	United States
1577	Tung Chee Hwa	$1.1 B	79	shipping	Hong Kong
1577	Surin Upatkoon	$1.1 B	67	telecoms/lotteries/insurance	Thailand
1577	Susanne Veltins	$1.1 B	57	beer	Germany
1577	Lang Walker	$1.1 B	71	property	Australia
1577	Wang Junhao	$1.1 B	44	regional airline	China
1577	Wang Yue	$1.1 B	33	online games	China
1577	V. Prem Watsa	$1.1 B	66	insurance, investments	Canada
1577	Gjert Wilhelmsen	$1.1 B	90	cruise ships	Norway
1577	Gustav Magnar Witzoe	$1.1 B	23	fish farming	Norway
1577	Allan Wong	$1.1 B	66	electronics	Hong Kong
1577	Swift Xie	$1.1 B	-	drones	China
1577	Yao Xinyi	$1.1 B	52	air conditioning	China
1577	Albert Yeung	$1.1 B	73	real estate, retail	Hong Kong
1577	Yin Xingman	$1.1 B	60	auto parts	China
1577	Yu Peidi	$1.1 B	57	real estate	Hong Kong
1577	Gavril Yushvaev	$1.1 B	59	precious metals, real estate	Russia
1577	Zhai Meiqin	$1.1 B	53	conglomerate	Hong Kong
1577	Zhang Zhongneng	$1.1 B	53	aluminum	China
1694	Antti Aarnio-Wihuri	$1 B	76	Diversified	Finland
1694	Hamdi Akin	$1 B	62	diversified	Turkey
1694	Mohed Altrad	$1 B	68	scaffolding, cement mixers	France
1694	Alexei Ananyev	$1 B	52	banking, IT, real estate	Russia
1694	Dmitry Ananyev	$1 B	47	banking, IT, real estate	Russia
1694	William F. Austin	$1 B	74	hearing aids	United States
1694	Roman Avdeev	$1 B	49	banking, development	Russia
1694	Mehmet Rustu Basaran	$1 B	69	bank, gas	Turkey
1694	Fred Chang	$1 B	60	online retailing	United States
1694	Leon Charney	$1 B	78	real estate	United States
1694	Chen Jiancheng	$1 B	57	manufacturing	China
1694	Chen Jiangtao	$1 B	55	software	China
1694	Bruce Cheng	$1 B	81	electronics	Taiwan
1694	Cheng Wei	$1 B	34	ride-hailing service	China
1694	Cho Jung-Ho	$1 B	58	finance	South Korea
1694	Robert Citrone	$1 B	52	hedge fund	United States
1694	Husain Djojonegoro	$1 B	67	consumer goods	Indonesia
1694	Jack Dorsey	$1 B	40	Twitter	United States
1694	Dou Zhenggang	$1 B	63	energy, waste, chemicals	China
1694	Alfredo Egydio Arruda Villela Filho	$1 B	47	banking	Brazil
1694	Piero Ferrari	$1 B	71	automobiles	Italy
1694	Paul Fireman	$1 B	72	Reebok	United States
1694	J. Christopher Flowers	$1 B	59	investments	United States
1694	Donald Friese	$1 B	76	manufacturing	United States
1694	Fu Kwan	$1 B	59	real estate, diversified	China
1694	Gao Dekang	$1 B	64	apparel	China
1694	Don Gao	$1 B	51	power tools	China
1694	Valentin Gapontsev	$1 B	77	lasers	Russia
1694	Ken Grossman	$1 B	62	beer	United States
1694	Achmad Hamami	$1 B	86	heavy equipment	Indonesia
1694	He Zhiping	$1 B	53	investments	China
1694	Ilona Herlin	$1 B	52	elevators, escalators	Finland
1694	David Hindawi	$1 B	72	software	United States
1694	Orion Hindawi	$1 B	36	software	United States
1694	Niranjan Hiranandani	$1 B	66	real estate	India
1694	Surendra Hiranandani	$1 B	62	real estate	India
1694	Daniel Hirschfeld	$1 B	75	apparel retailer	United States
1694	Hong Ra-Hee	$1 B	71	Samsung	South Korea
1694	Drew Houston	$1 B	33	Dropbox	United States
1694	Huang Bingwen	$1 B	63	cigarette packaging	Australia
1694	Morris Kahn	$1 B	87	software	Israel
1694	Jonas Kamprad	$1 B	50	IKEA	Sweden
1694	Mathias Kamprad	$1 B	47	IKEA	Sweden
1694	Peter Kamprad	$1 B	52	IKEA	Sweden
1694	Thomas Kaplan	$1 B	54	investments	United States
1694	Kenji Kasahara	$1 B	41	social networking website	Japan
1694	Viktor Kharitonin	$1 B	44	pharmaceuticals	Russia
1694	Habil Khorakiwala	$1 B	74	pharmaceuticals	India
1694	Koh Wee Meng	$1 B	53	real estate, hotels	Singapore
1694	Yuriy Kosiuk	$1 B	48	agriculture	Ukraine
1694	Nancy Lerner	$1 B	56	finance	United States
1694	Norma Lerner	$1 B	80	finance	United States
1694	Randolph Lerner	$1 B	54	finance	United States
1694	Lev Leviev	$1 B	61	diamonds	Israel
1694	Rodney Lewis	$1 B	63	natural gas	United States
1694	Li Fuchao	$1 B	58	auto parts	China
1694	Liu Shaoxi	$1 B	53	real estate	China
1694	Lo Siu-tong	$1 B	86	real estate, hotels	Hong Kong
1694	Low Tuck Kwong	$1 B	68	coal	Indonesia
1694	Lu Feng	$1 B	-	financial data	China
1694	Lu Yonghua	$1 B	53	electronics	China
1694	Lv Yongxiang	$1 B	66	magnetic switches	China
1694	William Macaulay	$1 B	71	energy investments	United States
1694	Cargill MacMillan, III.	$1 B	57	Cargill	United States
1694	John MacMillan	$1 B	67	Cargill	United States
1694	Martha MacMillan	$1 B	65	Cargill	United States
1694	William MacMillan	$1 B	62	Cargill	United States
1694	George Marcus	$1 B	75	real estate	United States
1694	Miguel McKelvey	$1 B	42	WeWork	United States
1694	John Morgridge	$1 B	83	computer hardware	United States
1694	Masahiro Noda	$1 B	78	software	Japan
1694	Peng Jianhu	$1 B	59	tourism	China
1694	Mark Pincus	$1 B	50	online games	United States
1694	Alberto Prada	$1 B	-	Prada	Italy
1694	Marina Prada	$1 B	-	Prada	Italy
1694	Dmitry Pumpyansky	$1 B	52	steel pipes	Russia
1694	Megdet Rahimkulov	$1 B	71	investments	Russia
1694	Sudthida Ratanarak	$1 B	-	media, real estate	Thailand
1694	Andrea Reimann-Ciardelli	$1 B	60	consumer goods	United States
1694	Alberto Roemmers	$1 B	90	pharmaceuticals	Argentina
1694	Arkady Rotenberg	$1 B	65	construction, pipes, banking	Russia
1694	Boris Rotenberg	$1 B	59	construction, pipes, chemicals	Russia
1694	Sevket Sabanci	$1 B	80	diversified	Turkey
1694	Deniz Sahenk	$1 B	71	bank, media	Turkey
1694	Nobutada Saji	$1 B	71	beverages	Japan
1694	Evan Sharp	$1 B	34	Pinterest	United States
1694	Shen Dongri	$1 B	44	apparel	China
1694	Neil Shen	$1 B	47	venture capital investing	Hong Kong
1694	Bruno Steinhoff	$1 B	79	furniture	Germany
1694	Beny Steinmetz	$1 B	60	mining, diamonds, real estate	Israel
1694	William Stone	$1 B	61	SS&C Technologies	United States
1694	Sun Hongbin	$1 B	54	real estate	United States
1694	Sun Qinghuan	$1 B	43	lighting	China
1694	Yoshikazu Tanaka	$1 B	39	online social network	Japan
1694	Mehmet Sinan Tara	$1 B	58	construction	Turkey
1694	Tiong Hiew King	$1 B	81	timber/media	Malaysia
1694	Ion Tiriac	$1 B	77	banking, insurance	Romania
1694	Joop van den Ende	$1 B	74	TV	Netherlands
1694	Murat Vargi	$1 B	69	telecom	Turkey
1694	Alexander Vik	$1 B	61	investments	Norway
1694	Wan Lianbu	$1 B	51	fertilizers	China
1694	Wang Jinshu	$1 B	60	chemicals	China
1694	Wang Junmin	$1 B	48	pharmaceuticals	China
1694	Wang Wenliang	$1 B	62	shipping ports	China
1694	Wei Shaojun	$1 B	54	real estate	China
1694	Sanford Weill	$1 B	83	Citigroup	United States
1694	Wu Chung-Yi	$1 B	58	auto parts	Taiwan
1694	Xiu Laigui	$1 B	62	pharmaceuticals	China
1694	Jane Yan	$1 B	47	software	China
1694	Luis Enrique Yarur Rey	$1 B	66	banking	Chile
1694	Fatma Yazici	$1 B	43	Diversified	Turkey
1694	Ye Cheng	$1 B	55	conglomerate	China
1694	Zeng Kaitian	$1 B	42	online games	China
1694	Zhang Keqiang	$1 B	56	real estate	China
1694	Zhang Wanzhen	$1 B	67	advanced ceramics	China
1694	Zhou Yaoting	$1 B	73	apparel, real estate	China
1694	Zhuang Min	$1 B	48	surveillance equipment	China
